Gene Name	Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8
CASP12	7.9742346	9.910299	4.316046	3.1232498	16.758133	12.077899	1.7254683	6.8663716
CASP14	5.925003	9.274753	10.838996	14.070943	2.609757	11.622423	8.828608	6.492554
CASP2	16.41998	16.785042	9.437471	34.352135	31.413385	11.39751	3.1419365	1.4638048
CASP3	19.71367	31.118696	19.692682	78.67194	43.403675	28.627863	19.299164	27.75632
CASP4	23.862034	4.691318	43.862434	67.07292	50.637005	18.027401	31.489792	11.536128
CASP5	2.036675	2.3990612	3.6634743	6.2850256	23.506546	13.9768715	3.9376428	1.6177881
CASP6	19.000126	14.793471	9.124279	32.69079	43.45054	15.156932	19.730827	7.5682797
CASP7	16.405672	30.393373	48.72923	82.14568	94.717804	21.451202	59.09724	17.42621
CASP8	27.497013	32.096275	37.195667	53.81356	5.098694	13.296926	57.561256	25.74222
CASP8AP2	10.616713	8.343565	10.158923	17.354889	11.543862	4.881458	9.486973	6.0971494
CASP9	98.433044	66.07802	56.530365	64.3247	66.76691	66.704155	77.905136	71.85068
CASQ2	15.627134	26.017298	244.6426	1.135969	175.12132	40.930054	746.5191	2.443934
CASR	17.91253	22.010118	8.594997	3.970709	4.1353765	13.255389	4.206742	14.93494
CASS4	19.229107	14.580119	23.483934	12.438897	15.110919	18.853651	6.865797	14.855695
CASZ1	45.105404	45.335514	105.56711	49.51278	94.90436	55.637657	67.308205	30.888464
CAT	296.16147	272.04346	297.19003	382.00928	483.17212	272.00827	561.35254	156.6695
CATSPER1	3.3274257	2.218962	4.310876	2.3147576	3.3764334	2.4388347	2.2942433	1.9022285
CATSPER2	13.134571	26.275436	8.089358	15.358734	14.637287	10.779998	16.678032	15.864154
CATSPER3	5.793593	5.454203	16.356058	22.286905	17.701311	16.459045	21.862913	4.021833
CATSPERB	2.9548373	8.548732	10.623002	13.824665	14.652962	8.131879	7.635999	6.6253953
CAV1	36.882553	62.698006	313.8136	36.569786	280.75363	80.00698	247.50186	22.732006
CAV2	21.59532	76.305855	124.9402	18.28979	140.40662	64.38026	98.1505	23.147799
CAV3	21.942621	4.7540073	109.00259	15.26931	61.23207	9.68514	140.55508	4.898268
CBARA1	86.70109	99.618225	71.14932	69.05912	87.86579	121.95602	96.30247	136.777
CBFA2T2	36.131092	47.98437	31.12253	45.575623	56.432285	38.342644	37.358868	31.096361
CBFA2T3	21.481394	24.412577	24.079298	76.14485	28.720507	12.307662	38.69328	11.217641
CBFB	164.75711	155.64607	102.1653	235.92041	157.03014	141.50409	105.87214	108.78567
CBL	16.104893	30.074934	28.951284	27.833052	5.911577	33.46414	13.470456	17.44379
CBLB	5.4943	5.945201	9.2454815	12.487257	8.726316	4.751932	10.708886	8.4457245
CBLC	0.81323874	0.9181234	1.2399858	1.0642962	3.943849	1.4407483	1.4831269	0.62385833
CBLL1	4.9377174	17.258371	8.5244255	22.745699	23.370821	11.949714	8.90104	4.917096
CBLN1	23.094326	60.240536	4.0377107	13.879784	14.754941	24.018251	10.211492	21.364986
CBR1	332.7939	286.09427	144.9055	35.414776	227.03424	186.52686	140.34431	177.16443
CBR3	11.83846	30.187784	145.7572	40.14399	242.84929	28.94013	138.76846	33.353565
CBR4	39.195606	58.60447	28.2285	83.33468	77.52929	37.67751	51.437176	25.84915
CBS	123.22661	119.89273	18.863346	29.722513	85.027756	154.26178	87.321495	103.26915
CBX1	268.82904	305.62415	117.706215	157.63576	203.3265	320.44223	140.19322	272.91418
CBX2	1.066905	11.952715	3.65589	0.96473587	1.2651637	4.3571453	0.9480392	4.616582
CBX3	49.034515	62.598434	31.013367	138.84944	52.767635	62.895664	48.332592	40.9101
CBX4	15.210196	26.334778	5.5143566	24.091415	4.4771404	21.560379	29.474718	15.780462
CBX5	62.853558	67.43249	39.561558	67.007645	33.213303	71.913315	41.13069	49.062767
CBX6	263.93326	301.66187	87.55769	167.3484	133.94746	302.5544	137.74017	272.1657
CBX7	197.28418	309.85532	113.07126	203.94781	190.5009	374.67596	185.84575	343.9575
CBX8	1.7570285	2.9879687	1.601395	2.0633743	5.175845	2.1574771	3.387306	1.6046586
CBY1	2.0989377	8.308616	0.8801804	1.0256376	1.3833596	9.407984	2.20788	1.1881082
CC2D1A	0.81065315	1.6829015	0.8664985	1.7679555	2.4424045	2.8012094	0.8421373	0.750545
CC2D2A	6.4409566	7.655378	9.891385	1.2190604	8.969762	5.9362807	1.5526168	9.182587
CCAR1	189.74538	226.60123	223.14664	422.27878	238.67947	191.34932	215.05502	157.63768
CCBL1	0.7186833	1.5176996	2.7562313	11.370747	16.74377	2.9309342	2.0808175	2.1562204
CCBP2	1.9452596	2.756868	2.7641962	2.7415404	8.997284	2.0408344	2.793557	0.9007198
CCDC101	29.797018	39.58458	24.418295	11.113535	24.267374	29.032112	57.05451	11.497381
CCDC108	0.2065846	0.5946785	1.3426251	1.1971152	0.1889046	1.5090644	0.27831608	0.16801803
CCDC155	10.663717	17.203167	42.082397	23.244028	25.94513	25.167112	31.432354	28.697117
CCDC5	35.487633	36.957867	34.64671	85.81259	66.105705	40.337246	38.086746	22.612066
CCDC50	107.136734	123.56246	53.85241	167.8228	151.03569	89.27764	98.956245	62.838863
CCDC59	36.687935	48.068405	70.324524	134.84798	85.90214	50.55358	103.76498	51.70737
CCDC86	79.28228	76.768074	85.72295	81.54978	77.38655	68.66149	68.35979	80.22204
CCDC88A	22.427042	56.41842	5.223899	36.7204	10.452404	25.137003	7.2508698	39.743855
CCDC88C	0.35150576	1.0255128	6.3673997	45.759773	16.060987	11.059666	5.0910554	0.4138678
CCDC91	23.243895	30.911522	14.353625	72.85291	26.106804	27.694628	34.76601	19.20557
CCHCR1	5.991859	2.8117096	45.424747	50.700672	48.38692	17.259981	38.981476	29.44686
CCIN	0.79254293	1.6612453	1.9884818	0.9054733	3.250099	2.7511764	2.4052207	1.2528149
CCK	24.840387	63.827305	0.75214654	2.0137448	1.3285074	1.7155515	0.97518575	15.17459
CCKAR	6.713499	5.394505	26.397417	4.3711095	5.3918066	5.9367566	5.3127007	4.1217794
CCKBR	4.528635	18.256203	16.317663	0.6515398	14.9136305	32.46463	10.886687	33.31121
CCL1	1.2675393	1.2097954	2.0527413	0.76327896	1.3208174	18.722147	3.8065772	1.6981623
CCL11	14.005385	11.346481	14.524772	1.2673639	19.187746	9.617631	2.6697628	6.5360765
CCL13	1.6692628	2.02879	16.476274	13.221461	16.070267	23.236506	2.6088183	1.0629894
CCL16	12.671549	5.019075	32.42656	14.490002	13.2654	18.382254	15.654	16.895536
CCL17	4.2417774	6.5343766	3.213547	9.695761	7.652488	14.428666	15.121754	0.98396665
CCL18	1.509181	2.5347354	24.072102	170.05147	31.654102	2.0466197	26.569016	1.913649
CCL19	40.160595	41.345	55.54437	735.73096	69.26592	19.46744	28.270247	2.0613284
CCL2	317.27216	14.552863	13.760707	35.19473	90.76749	76.114655	12.65058	31.423372
CCL20	4.5676994	1.743928	3.125023	351.39972	4.17352	1.7858893	1.4525704	2.3097348
CCL21	8.835839	10.000234	56.585506	618.9192	62.840485	3.295663	20.161037	7.539381
CCL22	3.0977805	2.9213965	2.342075	5.235912	2.9606197	2.2128155	2.1232245	1.8172691
CCL23	3.7267659	1.2328817	2.506381	12.622925	6.0267286	0.98920244	1.7897713	2.602297
CCL24	3.1545618	2.7451947	1.5474927	1.5838294	3.038722	1.2736348	2.0414987	0.6674257
CCL25	5.21144	2.4941506	4.2769036	6.4584756	16.505966	12.620514	14.904046	11.041553
CCL26	0.57134664	1.8562117	1.5121365	0.90854585	2.7921314	2.8077934	2.1634517	1.6250068
CCL27	10.436036	13.467241	10.235746	14.563886	16.244644	9.940599	11.241576	13.720059
CCL28	0.83172536	16.161665	1.6918194	14.939103	122.13937	11.438721	26.82593	10.4670105
CCL4	51.799152	60.648247	11.937001	119.98462	24.492123	18.703638	4.250607	170.43637
CCL5	2.059969	10.10344	6.67581	65.45716	33.218647	0.79912585	3.8956525	1.6490431
CCL7	4.5156245	2.4937308	3.2189631	1.9049176	13.230538	9.558401	3.0013165	3.865148
CCL8	28.753592	11.533459	15.037831	16.306305	14.332577	21.183302	9.171371	19.165224
CCM2	75.45265	105.84632	50.505493	144.90576	49.519566	107.747925	56.169582	118.129585
CCNA1	9.456725	37.289722	1.3476855	2.8040862	2.2292078	34.70554	10.0893	42.37747
CCNA2	10.260123	2.1497047	26.121233	70.54063	33.56629	18.596733	31.669235	14.10849
CCNB1	15.44351	16.8309	37.605183	134.68138	54.570683	51.70891	16.930145	62.69521
CCNB1IP1	93.1355	96.942566	167.14116	92.12351	146.04399	134.91396	270.50436	154.23526
CCNB2	1.3423096	0.22397849	0.45187464	0.86458796	0.41700763	0.8693458	0.41252822	0.29086992
CCNB3	17.503443	29.206802	20.938442	14.85043	10.999542	32.564102	17.87648	16.13967
CCNC	9.246492	10.106759	9.75634	27.344004	5.3171325	14.061802	19.554247	12.518435
CCND1	57.1752	70.469025	94.88254	30.63254	121.659195	43.59491	119.38176	5.9527526
CCND2	20.204483	36.815273	24.322906	70.072556	44.499233	43.37946	48.6929	37.605896
CCND3	19.959698	19.772848	37.30832	104.32984	20.935223	4.1563005	27.82048	25.869713
CCNDBP1	95.37263	145.3822	85.6238	179.98874	190.62798	202.3691	94.29373	213.13095
CCNE1	10.432937	29.967901	10.681226	31.69129	32.482815	36.534103	13.173609	36.246544
CCNE2	106.58401	133.78082	9.633918	34.28054	22.81278	99.386604	8.307085	66.42237
CCNF	17.510597	12.024956	39.8566	43.066006	12.017992	21.749136	23.405716	17.561985
CCNG1	140.74615	174.7175	271.45108	223.98833	329.47162	173.33801	210.02339	105.259445
CCNG2	13.901341	12.65952	25.648977	32.996178	37.05086	30.208061	16.22327	9.263476
CCNH	128.25212	155.6554	112.24972	138.44925	166.18628	200.64194	90.631226	151.66394
CCNL1	69.85697	76.917015	64.090385	178.70467	167.82246	74.48631	84.547806	52.12967
CCNL2	34.9301	38.797756	44.152958	65.95238	55.235363	4.652564	31.845861	3.1469414
CCNO	1.1318825	21.544872	12.09544	14.84437	42.885014	19.23256	37.81773	15.302443
CCNT1	4.242023	17.085949	33.85581	34.35079	2.4045086	24.454767	37.183792	4.83768
CCNT2	30.261087	53.37025	43.747173	66.17916	75.24093	48.756737	32.394848	56.290005
CCPG1	61.38807	108.78544	68.085335	32.463844	112.17498	118.194244	105.78735	114.04885
CCR1	66.74856	77.20279	22.608704	46.005077	32.99425	43.99445	28.37841	38.14635
CCR10	8.572443	4.9477696	7.47833	13.874344	6.0912232	15.346315	12.478511	14.690844
CCR3	2.5448027	7.9965987	9.053349	9.777441	9.073674	9.571107	14.109145	4.777382
CCR4	7.0941563	7.784864	15.712126	10.076726	16.845854	1.8987424	12.832003	10.477773
CCR6	12.290748	9.303195	10.46604	119.80718	15.904101	1.413749	6.6778893	1.4790295
CCR7	10.432172	11.919873	27.086403	271.4231	30.47772	22.325623	21.952057	2.272548
CCR8	16.620308	3.577898	3.0001662	3.6948683	5.078835	2.5797052	3.048909	4.3695407
CCR9	17.928959	18.54927	17.72692	14.843066	17.45832	16.315367	9.7787	7.346759
CCRK	25.739431	31.80379	33.26706	12.329305	36.656597	49.44888	22.40807	26.055813
CCRL1	6.7941623	16.52161	17.333908	14.896853	25.380928	10.286154	12.06103	11.09045
CCRN4L	13.282849	5.7936196	6.4566827	11.8153105	12.960429	18.506023	11.794906	6.640877
CCS	61.2458	36.4047	37.55763	69.8926	65.82175	48.010365	62.878353	22.248985
CCT2	90.58457	138.7927	111.671555	151.73192	144.93694	181.7623	93.514984	151.38051
CCT3	242.78166	279.5822	249.23508	299.69168	335.39273	264.47528	297.6022	331.33154
CCT4	439.48572	482.57568	362.2402	466.66272	489.06348	496.56354	295.42307	425.69852
CCT5	93.86264	152.56203	145.52318	174.59256	219.01245	170.65088	119.32289	169.0995
CCT6A	95.600296	202.11021	139.41757	127.181526	107.837	209.55022	151.47893	264.7263
CCT6B	26.82079	46.62711	23.864164	34.854305	56.908848	22.867485	40.6461	30.078318
CCT7	137.73384	159.67119	194.04213	134.46938	243.64742	185.26453	217.00383	204.636
CCT8	234.44934	338.77954	401.82654	570.7245	499.84628	476.64676	432.47037	398.90338
CCT8L2	1.4643253	2.5675354	2.9169855	2.3483896	2.2756562	2.5076237	1.602633	2.1314585
CD14	29.27443	36.295753	29.150644	64.52664	38.044136	34.935402	47.716167	44.748726
CD151	20.15843	17.478506	59.8492	24.759514	103.031075	27.528875	169.53111	34.99977
CD160	7.286493	9.743559	10.83008	16.485708	16.824594	15.794863	5.569721	11.308913
CD163	24.568354	25.53047	42.41317	25.837221	33.61418	15.648457	56.084904	10.177978
CD164	379.62573	415.7262	308.16333	479.32004	868.64233	362.44565	634.6128	287.5813
CD180	3.7019236	20.601631	11.108455	238.75337	23.609993	25.13926	2.4364586	6.7368517
CD19	4.6946177	12.211143	31.186745	632.6721	2.5485349	9.053513	4.035589	5.408531
CD1A	30.450418	30.194416	37.53884	53.82698	33.191772	23.320515	30.60892	33.279083
CD1B	2.890608	2.0053585	4.888166	15.443079	2.6681378	1.5671178	3.1036985	1.9179792
CD1C	3.030265	13.454735	6.128619	126.88107	4.1941853	11.0922575	3.381401	4.096027
CD1D	12.225599	13.351905	1.6260681	38.05089	5.566043	1.6935501	1.2069508	3.8241372
CD1E	2.429271	3.1046817	5.664621	5.70861	9.910113	11.417791	13.848338	8.715676
CD2	18.545654	18.572939	31.137836	187.67076	48.561848	15.029486	28.439949	13.345179
CD200R1	5.424366	0.38769567	5.9020066	1.1858	1.1827719	0.463766	0.48548177	0.4735245
CD209	16.70266	16.117813	18.762545	16.135424	15.047515	17.911982	15.591721	2.6339817
CD22	64.10368	49.532207	5.2217565	563.2366	7.1302505	47.876217	2.0850413	33.411182
CD226	10.991208	15.950653	10.893001	12.197574	14.133047	17.99883	13.582267	14.099743
CD24	5.211241	9.960774	853.05115	236.9794	1627.3529	6.7998614	263.69382	10.581102
CD244	9.27057	7.1386065	15.158713	3.9059463	12.035948	2.2279484	15.419207	1.8178616
CD247	3.169488	20.981361	21.33046	87.47611	18.809824	4.97067	2.2886999	4.554535
CD27	13.010506	15.410471	12.415727	240.80042	69.62541	18.791967	18.71463	12.0346365
CD274	14.935634	18.902285	32.12084	25.698734	24.651775	28.843237	33.253067	17.250322
CD276	1.4232287	1.1355714	3.7324865	1.1918908	2.3637116	1.5274781	1.6443853	5.1865215
CD28	1.0305964	4.357947	4.9923015	56.29037	12.926376	12.4293	6.5595284	5.5178328
CD2AP	21.398941	24.927385	60.31814	87.53562	187.72577	28.10014	74.517265	26.558863
CD2BP2	71.078094	62.61423	60.7253	87.2919	57.327415	75.214966	61.084503	66.203964
CD300A	41.62609	10.745659	13.702508	55.930275	11.0205555	3.9113631	12.92897	5.08377
CD300C	13.771139	26.59397	17.863111	4.745233	30.966524	6.9684496	20.583448	2.4757543
CD300LB	22.257896	10.597561	46.741604	12.426104	21.328192	8.279334	12.132475	6.705948
CD300LF	3.646078	1.7379792	2.8375754	41.57746	7.8898606	4.3192315	2.4510753	13.190001
CD300LG	5.547098	10.584878	28.798313	29.006369	18.386032	9.932764	34.7712	12.606557
CD302	99.68987	89.09244	48.915714	47.939945	157.52226	108.52763	79.047966	40.560627
CD320	55.092854	64.49477	10.881196	18.608562	28.37449	74.98549	37.791298	57.198746
CD33	2.2152758	4.078671	3.1734664	1.5388573	2.3526518	1.9145646	4.658719	1.3910068
CD34	39.2637	33.898407	79.83776	44.308067	72.110794	36.110523	85.70375	39.72962
CD36	1.394429	2.2744558	76.497086	8.484294	35.225956	1.1318903	137.00626	3.0382648
CD37	29.36168	38.03191	10.950616	542.3692	8.297404	20.87717	13.224661	22.751272
CD38	10.72261	15.456513	15.157216	85.15686	7.347914	24.214981	17.753908	7.894168
CD3D	16.572485	9.575977	37.635227	331.87534	62.609116	6.3799667	23.386929	11.422059
CD3E	2.2245364	4.5824895	6.0317607	74.80802	6.2618723	5.539633	5.511103	3.2016735
CD3EAP	54.414303	47.70638	26.214169	41.83623	51.5477	52.917725	43.30439	24.353754
CD3G	4.683871	3.9146373	10.313154	112.986916	12.005494	2.594937	4.217851	2.192131
CD4	27.90385	30.426289	13.035316	157.33467	10.873624	18.341326	4.141276	7.9446864
CD40	3.5309808	3.6236207	13.473931	70.97335	33.37118	4.274608	18.246511	3.5587096
CD40LG	2.0081086	2.4330766	3.8384023	29.726078	5.1398478	4.6218324	2.1575952	2.3254652
CD44	13.5939665	7.1600785	50.887264	86.138245	113.137985	15.519336	41.191086	6.519001
CD46	89.422935	157.19661	106.51991	86.52925	257.95407	114.332565	73.50593	61.231968
CD47	141.52936	202.19073	184.2069	286.73883	296.54718	173.92603	106.33232	126.32883
CD48	20.4957	8.846888	33.775517	478.22388	93.1016	10.673063	30.584885	20.747063
CD5	7.3052096	6.2721663	9.54157	25.74671	40.12318	8.487364	9.283173	6.194947
CD52	16.99493	2.9681602	37.622585	722.0108	46.45449	4.168323	20.04043	2.405636
CD53	212.29341	249.10283	83.54548	1557.3677	130.07433	177.48537	64.70404	135.0079
CD55	65.46417	52.931168	29.704914	73.53211	105.65423	52.62975	63.93709	35.270767
CD58	21.59802	34.272163	48.093113	55.781887	127.25175	25.2982	47.325153	24.199265
CD59	181.29388	239.41959	358.6755	164.04498	1015.2805	223.42152	541.5472	159.49478
CD5L	13.540147	8.405894	17.590601	13.199593	7.189897	2.4787738	5.15711	17.807407
CD6	11.249543	3.4754784	15.994387	19.84286	7.487917	6.002576	18.396755	3.9838936
CD63	784.2909	848.1279	704.0164	493.02127	1645.2327	586.2354	1619.6981	529.3856
CD7	2.7980907	3.6881487	4.7597833	45.358418	5.486699	5.072864	5.893028	11.005679
CD70	10.479615	4.5097413	8.92421	12.630352	13.388988	11.221364	27.81087	6.0968504
CD72	4.6496844	12.31054	14.087837	204.5967	9.956035	13.109685	3.4342706	2.744003
CD74	2.606325	1.9409313	3.89291	2.2837017	1.3304371	2.0389037	1.4028705	0.93038857
CD79A	36.867046	29.6937	24.081161	732.679	69.83478	35.0794	35.45209	13.451522
CD79B	14.143743	9.672221	8.563743	41.613235	5.4193664	13.593175	6.005316	9.276698
CD80	20.18374	6.8627095	1.9037342	69.68751	19.03425	15.004144	19.380363	20.333189
CD81	1219.7479	960.8395	367.0751	761.338	714.5555	757.8634	740.05774	626.2226
CD83	55.083942	87.10647	68.82913	613.2208	76.9336	230.51929	72.21039	347.30698
CD84	65.89625	75.01668	34.95071	206.78493	50.00408	50.724228	36.718838	55.030716
CD86	35.592316	25.307198	10.569792	42.223305	19.51847	22.056877	22.876226	6.49167
CD8A	31.950836	54.367916	41.457214	87.541855	33.163635	27.736197	37.01296	31.692719
CD8B	22.735657	6.7364645	4.71189	37.25523	15.296692	35.088455	39.981316	37.64814
CD9	655.5067	626.44476	1090.6633	311.4578	2272.0276	453.96652	537.3567	314.06174
CD93	37.925915	12.531573	50.365974	5.165053	38.237873	6.34563	40.87531	2.6775146
CD96	1.1914445	3.631093	11.117362	26.792612	6.087419	0.37877068	8.2466135	1.0353944
CD97	32.2168	23.34554	32.3203	59.684612	40.103615	30.28253	40.618767	10.895588
CD99	342.35748	188.27275	279.6082	200.44585	256.1192	98.735115	185.86089	110.37633
CD99L2	14.747104	2.0476115	7.2395267	4.945691	1.6514001	21.789469	8.625153	4.4087615
CDA	0.76521	0.7743691	34.036797	0.9680097	3.9973102	0.90423846	1.1942543	1.6699872
CDC123	119.05234	140.53497	129.62793	193.12437	173.11624	143.3879	103.84697	122.882195
CDC14A	4.8397946	9.228668	5.529937	12.977259	11.987077	8.976545	16.321415	5.6912713
CDC14B	104.75904	119.633965	25.670506	20.96097	62.861862	83.51134	64.83058	76.43536
CDC16	100.04439	113.02753	69.13502	151.70671	130.99263	126.950066	70.92065	94.29155
CDC2	5.035278	3.4662805	61.465633	119.45753	76.870155	4.4352684	7.705836	1.7909937
CDC20	16.74388	1.0957338	28.963196	97.669266	43.069283	3.7270756	2.9588623	1.79799
CDC23	49.534443	71.02878	67.152176	80.99411	94.50932	66.799164	43.002445	41.66583
CDC25A	2.54831	5.295907	13.594181	24.522293	12.998395	4.0561557	8.17148	9.797159
CDC25B	88.95599	123.02132	78.49928	177.66963	97.64468	99.030945	69.100914	69.53208
CDC25C	8.126089	8.934797	5.910329	12.660901	17.393059	12.145085	11.851759	4.6070976
CDC27	21.709305	13.258523	3.9228494	18.123196	27.586132	17.809622	7.772915	26.23869
CDC2L2	100.40104	80.39288	105.5229	113.99778	132.21365	93.251366	112.00181	63.60149
CDC2L6	1.902521	1.1729416	1.5976962	1.3319421	3.161526	1.2686771	0.9563865	1.4478917
CDC34	61.762756	77.30992	62.302933	52.56718	116.4499	74.82482	136.23506	110.67701
CDC37	51.388252	58.34225	103.34041	87.336136	114.38877	75.23945	158.94658	70.11885
CDC37L1	39.385757	56.168507	85.33279	43.45155	67.23093	84.85212	69.93729	78.72107
CDC40	83.73948	123.3355	141.05602	178.88226	146.17519	142.86385	93.07392	118.863434
CDC42	172.78027	247.12648	226.74925	304.90244	351.0416	217.79236	136.95087	148.61848
CDC42BPA	149.32127	190.1369	36.164448	19.997114	58.960842	219.42271	52.20101	183.99121
CDC42BPB	30.042374	12.213308	33.506298	20.29392	38.503567	24.265783	27.780447	12.528229
CDC42BPG	5.484556	15.512155	20.58494	14.416246	17.84479	10.855977	22.226927	8.892303
CDC42EP1	108.94528	92.797424	29.465286	20.65779	70.492775	49.221867	52.06955	48.02026
CDC42EP2	44.99136	44.137463	7.1999607	20.370523	28.99521	41.749725	42.067295	8.6661005
CDC42EP3	10.841444	18.53951	34.093815	68.83896	35.692734	36.106415	41.914	17.358309
CDC42EP4	106.78233	85.90321	47.99743	100.390625	87.20016	47.105186	60.014362	58.459705
CDC42EP5	9.901853	3.8808382	16.215273	25.742193	94.50906	8.421655	290.86075	15.476513
