Gene Name	Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8
SCN9A	6.4993787	19.32276	4.67528	1.030464	5.671525	7.229693	8.5463	5.488448
SCNM1	95.32836	102.958595	97.14226	89.69336	72.8637	86.470856	89.69411	71.45459
SCNN1A	1.6333953	0.8646178	551.94635	6.6690354	803.70654	3.4571733	579.60077	4.6497784
SCNN1B	15.651698	2.4753659	29.035427	16.27483	56.902493	2.9777107	13.139114	15.351735
SCNN1D	5.9619255	15.010186	13.766752	18.070219	2.4107466	6.973434	16.453316	1.7976404
SCNN1G	13.122712	12.925088	10.842071	10.081411	18.158134	14.972973	23.116352	6.476673
SCO1	24.069359	35.183426	40.27035	29.938719	56.009697	27.194778	34.88799	27.83865
SCO2	10.414145	26.108654	73.17282	78.07813	61.59522	30.975065	50.05876	52.902443
SCP2	250.74045	252.20947	376.69962	275.7162	698.39856	255.43062	390.63568	159.42902
SCPEP1	26.036058	27.815926	20.458488	19.733902	20.22119	29.96659	9.521884	32.309185
SCRG1	867.8411	885.12604	26.572239	15.918075	108.166016	623.7327	64.64384	326.41302
SCRN1	1528.121	1666.1702	82.10872	241.71642	218.57034	1561.2787	211.16524	1589.7281
SCRT1	0.45004687	0.9480149	0.63917434	0.94401854	0.84213895	1.1187857	2.44221	0.5432801
SCT	2.052478	2.073642	1.1770006	0.9767349	1.5426606	1.4769212	1.8623508	0.57245106
SCTR	8.668113	12.35815	11.929752	6.428715	3.147124	11.035275	1.1715554	8.716992
SCUBE1	2.3173869	7.0316854	8.42683	8.565465	5.3606586	1.7341582	0.9445884	3.6476645
SCUBE3	25.929058	37.29282	20.930708	16.000751	30.643839	26.305874	31.588455	19.689857
SCYE1	65.20741	85.02999	55.01481	57.799015	80.00235	77.9308	70.46073	56.43929
SCYL1	24.749474	33.126793	37.041817	56.07202	58.536533	60.503967	94.700165	63.696815
SCYL2	28.878866	27.653036	39.41526	20.985975	53.57365	38.45621	31.043463	19.580164
SCYL3	24.601528	16.5592	52.663273	44.91148	62.506172	16.535482	28.841969	11.993775
SDAD1	73.183914	95.92175	64.484726	111.212746	121.706245	100.88052	98.867355	109.69164
SDCBP	460.99875	563.19037	330.9742	366.23593	908.59094	934.64044	432.95258	771.982
SDCBP2	36.66852	59.760372	138.26083	45.476032	242.15706	52.128952	73.15972	48.13563
SDCCAG10	164.22653	189.18536	150.86205	111.564224	86.77482	158.39107	159.42668	114.64238
SDF2	74.52801	61.21406	82.87957	51.373222	98.61472	77.51198	95.36858	68.98265
SDHA	154.19948	187.43118	265.9483	118.23541	249.87682	293.75223	349.17715	308.53543
SDHB	108.52253	152.58202	227.79903	110.30817	162.18576	179.16747	246.82013	149.37724
SDHC	168.30917	186.8024	239.05872	174.11288	304.5733	140.30148	200.47054	140.69386
SDHD	185.16809	225.31133	476.63397	374.3724	597.8278	271.10233	419.26346	209.84172
SDK1	9.735855	9.385017	6.9306087	17.315535	2.1631637	12.205389	6.210974	1.6556455
SDK2	5.0916553	1.6458604	3.111247	3.011644	4.3499913	7.248608	3.1478746	1.2326155
SDR16C5	7.539573	12.986361	277.81686	89.024376	259.74246	66.36901	93.56713	64.05741
SDR42E1	0.8303417	2.0320435	11.450879	24.190683	23.51264	1.9718964	2.941611	2.3022058
SDR9C7	7.2859526	1.8185536	31.61489	5.409804	34.226925	0.804209	2.8828237	0.81852925
SDS	6.184685	7.222519	2.1752045	6.442032	1.6781825	3.260541	1.5127873	6.841022
SEBOX	2.8945072	3.6727543	7.9752216	20.891987	2.8145995	4.4002576	3.9273818	2.0915985
SEC1	1.3963208	1.5743525	7.0103674	3.5733724	3.9726274	6.350287	1.0528526	6.607138
SEC11A	289.05258	332.51764	374.2925	382.00192	430.65656	285.3194	489.45535	192.86386
SEC11C	324.12726	361.97714	96.32163	280.12244	507.36572	291.37488	268.26685	261.63126
SEC14L2	40.819103	41.491062	19.856256	15.414161	18.836008	39.450592	7.0768166	26.208527
SEC14L3	0.88732594	0.7246325	0.58475894	2.0478637	0.5212396	0.6819679	0.52148205	0.63454825
SEC14L4	1.1790961	11.760863	4.1708937	6.284024	15.128338	9.002166	2.433065	13.478197
SEC14L5	329.28012	382.27386	35.248486	24.785831	28.515318	268.58994	42.196384	164.19487
SEC16A	91.39168	108.77444	101.60267	158.16772	263.80585	134.38715	272.09604	92.99086
SEC16B	5.634301	6.350057	6.991977	0.6465447	29.248095	3.7681694	6.6993656	5.616786
SEC22A	27.549513	19.601555	10.316888	27.175943	47.316467	16.860157	15.951599	21.53716
SEC22B	58.138374	101.527435	55.417927	71.31975	165.18536	89.33506	136.23662	85.45334
SEC22C	13.056968	14.554556	2.943488	4.6601334	16.375992	3.6843555	8.474705	5.5266447
SEC23A	4.4121246	8.646934	7.5715117	22.32373	36.774414	22.707817	5.402638	29.965076
SEC23B	47.371918	49.64143	37.228268	39.027668	70.48961	51.371037	63.79501	50.974926
SEC23IP	36.93048	56.12542	42.121635	95.49965	99.86143	55.00707	91.81468	31.31912
SEC24A	59.731915	57.941666	64.429756	82.603294	115.3748	49.735947	95.16203	46.794678
SEC24B	125.67367	136.11626	129.83624	138.51082	201.60579	142.29034	108.12795	116.77745
SEC24C	104.294395	73.80141	172.03941	142.76025	152.59062	66.04512	148.28133	76.23851
SEC24D	11.623053	11.673522	18.323849	53.714344	81.3242	10.365818	66.10557	8.910501
SEC31A	176.10983	227.47842	280.5977	262.95868	476.11304	267.86368	426.48938	299.2949
SEC31B	5.2037926	36.7098	18.002487	19.689566	5.0109606	16.65606	10.42285	7.5539417
SEC61A1	95.361824	75.664925	113.04271	124.432045	296.57306	45.486847	291.03534	42.52883
SEC61A2	78.8704	129.2857	2.197209	16.395958	13.561191	100.21763	3.3433347	96.66592
SEC61B	209.33423	283.50485	441.11728	624.17926	972.99756	260.4665	594.3318	228.95494
SEC61G	220.44629	285.75534	410.5868	367.44748	607.9854	278.82532	437.31448	260.8582
SEC62	13.427611	40.14649	4.4368196	16.104303	10.193322	26.892868	5.9110193	18.833326
SEC63	117.4122	147.73254	102.80789	109.30034	228.096	119.9666	123.82083	93.82686
SECISBP2	96.45192	174.37564	64.452545	202.76382	158.66556	125.248474	106.36735	155.70357
SECTM1	1.5688568	7.217015	6.7905445	44.996685	69.0096	18.549505	44.150497	9.032596
SEH1L	79.02421	124.35615	95.49468	106.997925	110.40271	108.489624	79.74871	123.706856
SEL1L	216.89447	274.71646	128.64117	210.51126	232.31429	255.39145	157.18085	235.57309
SELE	27.170197	5.8087153	15.849868	22.86017	38.854355	18.994225	14.910811	0.99930894
SELENBP1	68.64175	66.854385	90.84434	29.661669	241.19922	66.80278	263.8531	75.51565
SELI	11.574116	21.276928	9.919125	22.427183	28.954388	18.66526	13.352018	21.595863
SELK	291.33493	323.54248	254.75783	244.91429	349.4302	289.31943	282.66086	223.26933
SELL	61.209175	39.46708	12.374524	561.9754	17.102468	25.073051	23.756447	20.956522
SELP	38.331993	30.630007	56.05021	78.33911	80.00526	38.142437	55.66564	39.932877
SELPLG	132.24509	201.67758	23.682224	88.01422	37.091736	124.156265	42.148293	90.82869
SELS	175.29012	163.62732	152.48376	189.56343	352.67044	168.80443	295.55905	124.80891
SEMA3A	12.670113	19.414482	14.908562	11.801306	18.803984	23.899752	7.525401	29.84026
SEMA3B	13.641107	1.9709477	3.1743128	6.126505	11.482196	6.272288	3.208487	12.88784
SEMA3C	50.83532	42.17704	51.260788	22.501045	44.02334	96.42597	60.924103	82.577225
SEMA3D	0.40071726	0.61424	6.571324	1.2852896	1.2104212	1.3859236	4.814613	1.9988172
SEMA3E	10.257914	19.950283	2.56913	1.5902704	10.378771	1.1073925	19.33037	9.530208
SEMA3F	2.6905115	11.475246	7.8938737	6.4806604	6.8741145	4.6616178	1.3113037	0.8488784
SEMA3G	77.05973	120.038025	84.17668	22.162804	68.02611	103.711044	55.578686	52.90186
SEMA4A	21.52101	14.758076	31.00327	152.73433	106.55492	22.38528	43.628937	23.185732
SEMA4B	58.858936	52.70505	154.29184	39.889557	186.8524	25.515318	48.61823	27.536858
SEMA4C	136.52524	101.44983	37.603798	28.053741	81.22368	107.055565	114.8749	74.82157
SEMA4D	154.82088	203.25584	47.634148	161.08624	90.31512	97.305824	23.58884	107.27839
SEMA4F	23.766106	32.090195	16.892511	19.213737	19.39638	18.799166	15.357721	28.207623
SEMA4G	56.384922	37.872253	35.577503	23.752285	25.921455	50.97071	43.44397	52.33375
SEMA5A	72.95081	91.17405	37.2929	26.967861	57.680492	62.881767	32.734985	26.55024
SEMA5B	41.14533	32.918957	39.68631	32.7407	12.205975	11.903645	46.71397	29.066483
SEMA6A	0.6222073	1.0552974	1.8621812	10.904235	3.06321	0.5148656	2.7975266	1.2748888
SEMA6B	9.679329	2.5064235	2.4679198	1.6863766	32.462433	33.033165	15.619163	15.914239
SEMA6C	18.243523	16.031841	42.774635	3.9695385	29.785103	19.87217	45.977276	19.581963
SEMA6D	44.48502	31.31601	20.72763	23.409426	21.61032	35.86121	17.845387	29.113749
SEMA7A	15.27027	20.192703	16.103222	18.914286	15.953511	21.29479	10.154652	19.257385
SEMG1	4.1026297	0.38430265	2.7630103	1.5939745	1.1971718	0.5300324	1.7074734	3.7416773
SEMG2	1.0393221	2.578203	4.6610165	2.7029905	8.065183	8.812696	1.439589	2.9670944
SENP1	13.725807	15.5614	1.4995227	23.594168	15.720684	12.797347	15.9175825	9.387028
SENP2	45.811783	57.597195	53.194084	53.219944	56.077164	60.73697	44.14856	59.80252
SENP3	73.89212	63.334885	54.523388	61.2518	82.08928	70.06614	58.42498	57.7307
SENP5	111.69882	99.42909	66.20815	92.93829	96.437485	153.09998	93.71832	139.26445
SENP6	151.90358	223.36671	132.31535	177.42712	197.35565	169.30557	152.49379	158.06024
SENP7	17.462854	19.978552	10.832968	19.668886	27.490467	17.403166	1.2466848	4.468724
SEPP1	1828.2701	2323.478	490.30096	754.8056	802.9071	1785.3368	744.1292	1183.7634
SEPSECS	13.268618	10.39778	8.326901	9.124108	12.447429	6.817979	8.538727	9.446288
SEPW1	2179.0884	2710.3472	2158.671	304.2383	1188.9758	2161.826	2205.3606	2344.7102
SEPX1	71.75554	45.88557	109.16129	32.677326	97.95999	48.10464	219.1973	16.009912
SERBP1	272.85138	247.8141	591.73016	452.47937	557.00793	222.86372	486.55463	142.02028
SERF2	572.71216	627.65625	705.649	944.706	1241.8369	618.2521	1325.7467	573.96234
SERGEF	20.575104	22.06355	3.3457212	16.817621	2.582584	28.65968	17.00441	37.00598
SERINC1	845.6176	1383.3795	244.88904	179.63824	370.3683	1465.1991	236.59305	1097.7764
SERINC3	777.9288	858.54144	479.05728	387.75024	674.2284	1014.89667	422.2164	904.4094
SERP1	81.44263	108.68158	59.31424	113.34295	305.02304	107.35099	199.87032	91.72505
SERP2	7.048074	5.480371	15.010722	1.0895549	19.677395	22.782272	8.666388	9.38428
SERPINA1	7.8343706	18.877832	7.8775396	20.640366	41.27768	20.678986	87.552734	24.682568
SERPINA3	156.49944	156.77882	38.45292	35.851234	176.9515	100.237114	171.62004	215.66289
SERPINA5	1.9025316	0.9852306	5.6314354	4.017198	3.0348935	4.5916357	6.0300074	1.8348597
SERPINA6	4.88202	2.1642761	4.1136703	20.05953	3.234792	7.4909334	3.1414838	2.099558
SERPINB12	9.078796	22.07887	12.142144	1.8562182	13.644663	4.634696	8.253501	6.5063624
SERPINB13	0.28915837	6.382578	394.0538	38.638306	403.18454	0.22655718	13.513306	1.197301
SERPINB2	2.3862593	1.5695267	130.93544	144.95355	262.26978	5.938558	25.527287	4.5874624
SERPINB4	2.7833629	5.6649194	105.41403	7.2689104	35.145935	0.8592653	11.957992	5.6076245
SERPINB5	0.45687792	3.8761313	11.9932995	6.0268264	17.840237	4.8891068	9.98437	4.0823207
SERPINB9	2.9975684	17.603495	11.129485	19.200216	28.6825	5.2837906	10.668064	1.6177353
SERPINC1	5.3131795	6.86739	11.333261	5.279968	12.800033	3.3203719	1.9298011	10.474534
SERPIND1	12.566756	2.7619095	6.6665773	2.4814827	1.118242	8.602521	12.076093	4.5144086
SERPINE1	19.33434	1.0441462	12.552657	1.4365053	11.220565	21.980007	20.342121	7.833504
SERPINE2	735.0215	631.5047	64.69082	404.57562	177.45769	544.10535	129.21858	480.11392
SERPINF1	57.025455	51.04963	412.2385	261.50616	323.67926	53.96154	510.94467	23.192501
SERPINF2	5.469606	13.782403	15.012843	13.787168	13.67345	5.936533	4.188496	8.606441
SERPING1	85.20078	47.51568	193.57567	129.50961	257.11508	69.87641	346.78104	39.04133
SERPINH1	7.0626197	2.4574468	3.383987	10.005815	17.958344	4.6350617	28.56847	3.4675896
SERPINI1	512.76117	955.9056	9.431448	30.837559	69.831696	400.63263	30.42522	332.69965
SERPINI2	12.639371	16.92847	20.32083	10.084869	16.698133	8.3774605	14.295636	5.367409
SERTAD1	46.33987	46.19285	76.12376	96.916115	112.27569	59.804806	105.60396	57.13059
SERTAD2	82.90149	62.989864	121.77187	225.84973	194.90695	69.32706	67.904205	55.80207
SERTAD3	36.317226	37.595005	40.454704	62.285202	76.56005	39.059917	80.81455	21.80697
SESN1	120.39548	115.43234	174.82744	72.14271	121.76281	165.66508	186.13564	166.22235
SESN2	50.69017	42.66526	49.0095	39.55821	87.73307	88.631775	91.83367	92.41431
SESN3	15.839253	2.0212877	7.631504	16.394537	12.770237	13.525728	9.815622	1.6541871
SET	576.0968	753.62036	644.21204	836.7898	590.6028	664.3571	668.8782	454.29822
SETD1A	17.479168	20.808735	12.432329	23.822886	29.039076	15.193537	31.189972	15.137834
SETD1B	85.7632	99.3445	106.29408	225.85074	224.37569	120.65047	139.39641	80.15768
SETD2	122.990555	131.51208	127.05975	181.07874	186.11539	117.57286	140.91061	118.71987
SETD7	334.1865	253.48213	218.21681	110.04073	262.38654	238.01898	249.92513	121.55141
SETD8	15.725212	28.47135	28.981655	27.081097	44.508167	27.005802	27.847307	21.137737
SETDB1	38.773247	44.73469	44.34591	84.70443	52.938503	36.15236	36.677715	52.100887
SETDB2	3.6767068	5.9572463	5.9138203	18.789083	0.869413	13.792752	0.7996716	0.5425753
SETMAR	27.517937	36.738884	38.217926	36.767544	36.342693	17.002602	43.812798	9.283658
SETX	100.657005	101.33909	45.110603	182.80797	89.337265	125.50414	44.398075	85.97343
SF1	0.59137243	0.5320073	0.6967868	1.2377493	1.2033392	0.74553895	3.299851	1.3418366
SF3A1	119.26846	118.25004	120.91077	209.90488	221.5463	152.70721	114.10528	132.08725
SF3A2	1.3235697	3.9560018	2.2046938	29.739752	14.618279	1.7373881	15.673716	4.1272907
SF3A3	53.78608	73.872765	89.26433	94.042984	79.554596	75.818695	94.921265	70.94571
SF3B1	191.93774	201.91174	253.95793	239.94423	240.39258	159.79108	235.16795	160.8612
SF3B14	2.3810163	7.216706	2.1684258	4.327185	2.7044916	2.0874138	1.2409056	2.7874868
SF3B2	44.493176	52.231544	46.022873	49.517704	39.991547	52.772472	26.067934	34.611362
SF3B3	82.876564	82.61977	106.22031	107.86911	100.44029	64.1154	76.04237	70.882256
SF3B4	64.04943	72.04443	92.51571	79.854294	125.73298	82.86903	113.48264	62.31967
SF3B5	163.64787	183.41132	291.4403	248.00061	283.11237	200.15088	351.35043	190.53181
SF4	6.4488955	8.167268	7.3456287	8.137126	6.6425247	7.448791	7.235182	6.572847
SFMBT1	27.302011	28.226591	26.041727	60.937508	45.227863	37.035347	53.211185	22.660082
SFMBT2	1.9775548	1.8148026	0.81635463	1.2997674	1.2043778	1.4122894	0.89203906	0.7275198
SFN	2.3996258	2.322966	1019.66833	157.45499	539.2012	3.0918176	67.628	3.5912788
SFPQ	99.364876	130.8472	102.265854	198.40332	140.01361	133.13792	88.01635	83.80788
SFRP1	15.546809	12.074531	42.572975	5.678483	61.977383	32.865364	101.06594	25.24805
SFRP2	18.27184	1.749277	47.197205	1.6081536	415.1311	2.40786	84.021675	1.535147
SFRP4	31.8609	26.576206	23.989645	24.102863	76.33642	57.226578	44.641956	11.30995
SFRP5	13.876807	2.4651952	11.474876	1.4937948	3.0416288	2.340408	7.337382	2.418973
SFRS1	26.748514	15.9488325	19.445429	18.521692	19.325344	11.709874	9.223869	19.009594
SFRS10	106.436455	154.13431	154.71907	307.7815	254.10226	110.61145	100.18044	100.06784
SFRS11	77.891106	53.50414	17.0819	47.235058	41.81816	61.246296	44.23609	52.853325
SFRS12	4.7947545	5.7357707	1.6833932	2.415551	2.330062	1.5876403	0.33509794	3.892117
SFRS14	58.12021	68.53736	28.050192	51.972557	58.585804	98.550804	59.100346	36.350487
SFRS16	105.79052	108.73146	78.344475	114.81438	91.67103	100.82946	87.96008	62.107227
SFRS17A	69.27817	78.6206	56.085712	180.88957	124.704735	88.27587	96.7688	71.1782
SFRS2	105.873764	137.94977	173.03752	245.47437	288.08554	149.94249	73.0271	94.50843
SFRS2B	56.343643	62.804996	42.4303	69.614334	80.90135	53.930714	29.879944	35.59364
SFRS2IP	20.78381	24.49698	18.819923	59.50025	27.671486	19.388622	36.541203	17.221897
SFRS3	134.91258	197.47055	248.2716	366.766	287.5201	161.1146	155.7936	128.0988
SFRS4	252.29831	244.04256	261.45334	368.19427	335.23526	250.5956	232.36194	226.82066
SFRS5	514.1892	585.2979	548.9711	782.8947	781.7856	547.27637	663.9839	527.2224
SFRS6	83.99163	67.85467	64.39339	92.03012	24.09852	18.803745	67.37716	59.18328
SFRS7	261.6239	246.25468	110.430916	178.31061	116.181435	230.52606	153.69759	244.33675
SFRS8	50.976368	48.976925	51.352657	31.185808	46.04411	36.03358	56.87565	24.571352
SFRS9	208.53363	353.15268	309.40524	551.83624	473.9834	311.37964	238.39645	296.66562
SFT2D1	26.705519	36.061295	4.998904	20.525051	3.9800198	30.391148	12.599555	27.536398
SFT2D2	24.1697	30.08369	26.398378	37.153427	47.01649	7.9936	33.35842	5.385186
SFT2D3	59.148647	64.08441	62.200676	74.59688	76.91946	70.03678	71.16978	40.065224
SFTPB	18.601692	14.625956	22.5499	11.930935	7.8790045	16.28619	11.379461	11.66367
SFTPC	5.1844068	3.3414226	1.6811566	1.8420246	1.4372791	2.318452	2.048916	1.5649526
SFTPD	0.90591264	17.171993	11.130401	10.142719	6.9505205	16.13293	3.1101098	11.521585
SFXN1	49.949978	81.94175	48.403355	60.811867	63.09189	71.39643	48.828354	53.50456
SFXN2	35.50649	28.416168	28.407398	70.39374	89.10225	37.625343	50.64512	24.649752
SFXN3	24.627565	27.486559	35.087917	58.211235	50.698326	20.82797	39.336967	19.137966
SFXN4	43.52884	66.31121	110.23837	53.842007	83.99481	59.45623	132.89398	70.641335
SFXN5	8.557033	28.083735	2.4489868	6.1273346	5.0884924	9.611272	6.1306496	28.48413
SGCA	1.8593632	2.4113445	69.57789	2.5184517	7.176233	1.1834812	107.525925	0.6761061
SGCB	111.93111	129.752	46.92372	20.405464	73.0656	128.22589	62.883945	73.20104
SGCD	10.122038	3.8434992	23.159779	17.77062	19.642582	26.118313	19.948051	11.942645
SGCE	131.2776	123.981575	58.158833	23.537746	113.49009	125.492065	98.50456	98.31346
SGCG	0.8715113	0.7613109	136.64165	4.3786235	51.041866	1.2854432	279.11237	0.821982
SGCZ	0.77216464	1.5967681	1.5506839	1.135777	10.143375	5.0051923	7.1502457	1.6803297
SGEF	13.117004	12.859133	6.9384074	5.25792	12.848659	15.373802	6.512656	15.506912
SGK1	688.38995	351.94717	654.3969	281.06216	695.4657	407.9164	115.514046	620.7472
SGK196	23.017921	30.106256	17.92855	25.417547	19.40164	22.115261	19.046886	9.580339
SGK3	330.59393	318.7714	76.24823	72.12882	98.047325	239.12967	53.267445	170.96225
SGMS1	108.91371	158.90714	36.145603	59.224995	153.88641	83.121925	71.5309	51.686523
SGMS2	5.7369037	6.953467	45.22815	17.307705	90.52153	14.938987	56.985847	5.4650655
SGOL1	29.745766	36.627266	46.567043	35.008694	34.807613	52.22674	32.192966	32.629177
SGOL2	10.498723	26.189835	15.565311	44.925648	21.550034	26.121117	9.44714	18.655907
SGPL1	0.786404	1.7250568	6.3374534	0.7704965	3.2527065	0.89547604	0.9146271	1.3504671
SGPP1	46.464104	71.912094	14.134803	71.89417	30.580164	59.942337	15.942732	33.195457
SGSH	2.9674747	3.8251412	4.456242	4.9375815	8.138657	1.8487345	16.51296	2.6591897
SGSM1	47.10545	69.80744	30.31708	18.9796	34.622196	41.23666	45.987404	74.33237
SGSM2	67.32947	88.8312	46.980434	36.6094	51.79882	61.120544	90.47614	77.31538
SGSM3	49.97359	55.728188	47.33103	101.151985	112.18527	54.135036	120.82823	48.900875
SGTA	81.00832	70.95859	46.59376	33.905174	36.31984	82.43844	89.634094	61.019226
SH2B1	39.27106	58.789223	66.07575	45.283947	71.65226	48.249866	66.543274	40.718365
SH2B2	132.3175	168.08025	193.13216	264.6101	155.34247	155.17964	244.13249	124.51948
SH2B3	56.2672	82.7563	25.298807	87.47433	46.162395	67.27378	38.655357	25.947102
SH2D1A	4.690816	1.0617559	2.0207176	92.88376	2.6566725	14.184961	3.7911043	0.91160667
SH2D2A	20.331991	18.804504	13.8858	30.495121	24.165232	20.450472	3.810538	16.213562
SH2D3A	5.7000656	0.40336356	14.159754	6.508831	20.803953	0.44454512	16.545763	0.70955026
SH2D3C	3.45015	14.54575	19.19617	27.394785	16.707151	19.264307	17.777885	13.222804
SH3BGR	53.71424	63.749794	304.31744	2.0067313	69.43598	72.14227	287.5515	51.13467
SH3BGRL3	109.47446	129.88026	237.34433	259.63504	238.70801	131.20317	54.884117	76.10337
SH3BP1	5.3850274	4.409012	23.777617	38.98963	26.662466	10.167098	2.8233745	4.66984
SH3BP4	162.88292	135.96909	60.007534	21.391567	304.43893	121.067154	294.27615	75.12084
SH3BP5	314.79074	455.68936	122.88046	308.5832	268.21695	362.56772	221.13097	317.9623
SH3D19	29.43308	18.678186	27.402922	23.81104	40.048393	27.131636	22.90054	21.853266
SH3GL1	53.641945	28.53714	121.61688	94.699	147.06499	31.146746	42.329475	39.950844
SH3GL2	58.057682	125.3251	7.4571295	8.780782	0.6090304	331.90836	2.7102373	387.87558
SH3GL3	12.9329605	13.314815	37.506966	13.882506	29.590586	21.84704	26.602068	14.599346
SH3GLB1	196.43788	227.24933	221.16005	125.25376	198.53899	209.48578	180.07928	158.364
SH3GLB2	84.932846	101.45567	46.58578	35.903553	78.15266	61.810577	25.320997	70.543396
SH3KBP1	367.43643	423.48187	165.53996	746.6023	200.09244	357.03503	295.6347	327.17148
SH3PXD2A	41.42356	61.636063	20.715532	7.892041	29.182884	70.521286	24.93932	20.624805
SH3PXD2B	15.5194645	0.9798379	0.7958878	13.126293	21.337969	19.020517	22.905125	12.575497
SH3RF1	148.14536	205.42766	53.873547	42.68829	187.6027	157.46906	198.34813	118.0447
SHANK1	6.9622955	17.397219	13.443086	9.539175	2.6857584	13.978143	1.8214527	10.443909
SHANK2	2.266924	8.646515	2.4849265	3.5380673	2.6373253	2.2016118	3.5327308	2.0245392
SHANK3	79.32549	149.28798	107.28555	41.20216	76.95127	123.68719	99.51118	84.49554
SHARPIN	40.024967	40.281616	44.972622	32.99575	32.308453	37.385616	71.7793	30.67425
SHB	48.1933	58.69821	52.371468	33.929977	73.4863	47.180367	56.476875	28.421818
SHBG	1.5418475	2.6907454	2.8663225	2.9523432	3.4830394	1.4773344	2.7370894	4.842307
SHC1	16.408316	29.55535	26.972338	31.60171	30.823133	15.787728	24.477287	7.3500443
SHC2	87.924614	88.60142	59.691067	23.184576	49.54338	68.90217	68.85935	56.01856
SHC4	66.07789	64.55967	12.651886	8.240281	20.25531	67.7487	13.304036	69.653564
SHFM1	139.83513	260.19516	317.63297	336.9608	434.08017	282.38727	261.4787	149.35852
SHH	14.258874	1.4874655	15.118185	10.513411	0.49411446	5.56185	11.018771	1.4037184
SHISA2	32.160316	56.596745	61.5722	19.878155	22.95727	45.011837	31.49362	10.111101
SHISA3	25.318672	7.769396	3.7695117	4.254234	8.216898	13.2121	7.101306	6.847815
SHISA5	85.09831	117.19241	120.73243	180.24077	156.76436	91.41788	98.41186	54.297646
SHKBP1	31.848255	5.68694	36.16576	85.232025	51.64471	6.245368	26.990498	13.194149
SHMT1	4.7239256	1.9123347	11.347203	5.504268	62.485905	5.567329	5.391833	2.3245597
SHMT2	1.8681341	5.4919086	9.174694	17.246967	27.158318	14.975705	37.74466	21.381447
SHOC2	119.60204	181.21887	160.15959	239.13834	195.07526	200.29317	107.31623	204.69095
SHOX	2.5624378	2.1176815	2.3089905	1.3166893	2.015636	2.9704614	4.2337904	1.4228814
SHOX2	0.90353566	12.837778	15.816717	20.9304	18.557104	2.9884398	10.494493	10.82576
SHPK	45.70197	27.370481	65.06814	34.699154	54.732937	19.008774	65.76617	4.8941445
SHPRH	29.385748	47.811653	23.54875	45.94804	76.88093	48.808113	24.319092	35.038837
SHROOM1	26.655462	33.796684	24.459972	27.018364	44.057343	28.894808	40.791035	33.821587
SHROOM2	52.78524	66.9443	46.94008	33.53173	64.15621	92.54294	33.174366	77.64521
SHROOM3	3.9685304	24.90834	43.9877	27.05659	130.49658	86.0285	71.49973	71.68231
SHROOM4	15.35199	4.6324787	13.073756	3.1597674	3.0944774	13.338829	2.8264723	3.291316
SI	7.2679334	0.6468968	2.3183627	2.253441	2.2512014	1.044321	1.3547411	4.8281994
SIAH1	16.2478	29.543783	24.317677	34.005337	32.386143	32.311287	22.147562	28.500957
SIAH2	27.783276	23.42622	49.01931	110.151634	82.9672	35.817123	15.7167635	22.733145
SIAH3	8.276143	8.850484	8.522804	1.9551213	9.679172	32.072372	0.97279316	12.865661
SIGIRR	45.28692	37.49612	12.764068	53.94384	42.578835	51.357986	36.93337	33.44033
SIGLEC1	2.2828844	10.254322	1.2395481	1.5452682	4.03948	3.0869255	39.147808	2.7064016
SIGLEC10	6.9384537	19.913069	2.376349	23.404882	0.83692557	10.473681	8.282045	11.492374
SIGLEC11	2.2174015	21.968954	3.5725348	9.834828	8.882687	2.089723	7.290976	1.3009523
SIGLEC16	3.700524	1.1040238	2.3870547	11.659046	3.1576865	1.7461343	7.3322964	3.1890094
SIGLEC5	38.402313	6.2882414	37.351334	24.536386	42.223797	5.7458844	32.837784	6.048188
SIGLEC6	2.168665	0.3421985	5.9442177	14.220956	0.8396292	0.7058254	0.5084023	2.118726
SIGLEC7	14.177743	33.04008	9.533369	36.7665	26.708376	21.845373	28.810642	25.949242
SIGLEC8	41.620716	51.41815	4.842843	19.284496	11.24648	18.066216	14.478887	20.289677
SIGLEC9	0.7896566	1.6077365	1.2733338	1.8280451	0.99658877	0.9818428	3.6012318	0.6607503
SIGMAR1	47.098686	84.47383	69.59863	75.21633	85.76777	91.289406	49.496456	36.765553
SIK1	56.895977	72.549774	166.00137	96.12445	273.3597	174.41185	155.10466	39.43637
SIK2	20.903181	26.619762	38.692234	19.911482	38.35616	41.096493	22.331413	30.332865
SIL1	22.049608	4.4323525	26.085287	15.857493	46.959507	9.295139	58.851128	14.634262
SILV	33.335766	39.60578	37.861637	31.832388	44.456173	34.335083	30.9393	45.118595
SIM1	7.1678686	14.904406	20.196272	18.856226	9.482628	19.1751	17.235003	15.561764
SIM2	2.7906783	0.8525533	3.5323231	3.0798974	32.014366	4.949665	23.564709	7.223203
SIN3A	42.21589	47.34022	29.199509	75.59209	60.85763	43.107944	38.11903	32.84067
SIN3B	50.269756	75.9414	25.809164	51.032467	48.25916	69.73726	51.547203	60.337925
SIP1	21.530529	38.67287	23.737803	45.402393	38.885094	33.170044	29.538853	31.076632
SIPA1	22.702503	22.292871	6.541959	117.093994	24.210024	22.740997	13.953757	13.338763
SIPA1L1	56.147232	58.101997	4.875102	18.430176	26.243113	74.061455	21.121126	49.968338
